# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "8" "-s" "2" "-a" "/mnt/pv_compute/yifan/ref_genome/mm10.ncbiRefSeq.gtf" "-o" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/counts/S2_STAR2_practice_featurecounts.txt" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N01_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N02_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N03_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N04_AM_Naive_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R01_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R02_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R03_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R04_AM_Allo2h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R05_AM_Allo24h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R06_AM_Allo24h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R07_AM_Allo24h_Aligned.sortedByCoord.out.bam" "/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R08_AM_Allo24h_Aligned.sortedByCoord.out.bam" 
Geneid	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N01_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N02_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N03_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/N04_AM_Naive_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R01_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R02_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R03_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R04_AM_Allo2h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R05_AM_Allo24h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R06_AM_Allo24h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R07_AM_Allo24h_Aligned.sortedByCoord.out.bam	/mnt/pv_compute/yifan/practice/RNA-seq/raw_data/result/STAR/R08_AM_Allo24h_Aligned.sortedByCoord.out.bam
Neu1	1656	1539	1474	1263	2101	2243	1804	1621	2456	2330	1655	1481
Slc44a4	2	3	0	5	3	1	2	2	4	0	2	0
Ehmt2	2146	1819	1693	1271	2186	1869	1408	1490	2791	2257	2057	1673
Zbtb12	53	36	50	26	37	33	18	44	76	77	50	57
Gm40706	0	0	0	0	0	0	0	0	0	0	0	0
C2	3	9	6	8	19	26	19	19	7	2	9	3
Mir6972	0	0	0	0	0	0	0	0	0	1	0	1
Cfb	817	1117	722	888	1124	807	787	602	2186	1277	872	707
Nelfe	311	275	244	215	340	320	312	239	670	698	565	517
Mir6970	0	0	0	0	0	0	0	0	0	0	0	0
Mir6971	0	0	0	0	0	0	0	0	0	0	0	0
Skiv2l	1108	975	936	798	1315	1297	1015	829	1615	1499	1246	1171
Dxo	252	226	186	157	243	195	189	175	377	312	263	224
Stk19	167	118	108	81	168	182	156	124	216	152	143	173
C4a	7	12	8	9	23	28	24	17	16	22	8	10
Cyp21a1	0	0	1	0	0	0	0	0	0	0	0	0
Tnxa	0	0	0	0	0	1	0	0	0	1	0	1
LOC115489362	0	0	0	0	0	0	0	0	0	0	0	0
Stk19-ps1	0	0	0	1	0	0	3	0	2	0	0	1
C4b	9	8	4	3	4	3	8	14	185	231	125	88
Cyp21a2-ps	0	0	0	0	0	0	0	0	0	0	0	0
Tnxb	0	2	1	2	3	4	1	1	0	0	3	0
Atf6b	890	796	745	610	1177	1236	888	825	1198	1058	931	757
Fkbpl	73	81	61	53	82	73	69	79	113	75	70	64
Prrt1	192	163	117	97	190	218	213	149	253	207	199	205
Ppt2	1532	1377	1323	1112	1698	1812	1450	1188	1756	1468	1402	1239
Egfl8	116	88	70	72	115	85	89	101	118	101	73	72
Agpat1	798	707	651	500	786	858	724	582	1083	1039	785	670
Rnf5	333	322	289	193	308	293	248	239	482	453	349	304
Ager	39	41	22	20	106	79	39	49	41	25	36	39
Pbx2	630	643	543	466	830	816	743	557	816	654	613	623
Gpsm3	1001	791	867	775	1128	973	825	854	1149	923	874	809
Notch4	16	24	12	12	19	13	13	10	19	17	21	12
Gm31560	9	14	11	13	15	6	4	5	13	11	11	12
Btnl7-ps	35	30	24	15	21	6	3	11	21	20	33	24
Btnl5-ps	0	0	0	0	0	0	0	0	0	0	0	0
Btnl4	2	0	1	3	0	1	2	0	0	1	0	2
BC051142	0	0	2	4	0	0	1	0	3	1	1	0
Gm15321	0	0	0	1	0	0	0	0	0	0	0	0
Gm15320	0	0	0	0	0	0	0	0	0	0	0	0
Btnl1	0	0	1	0	0	0	1	0	0	0	0	0
Btnl2	1	0	3	0	0	0	0	0	0	0	0	0
H2-Ea	0	1	0	0	313	291	213	173	20	18	57	51
H2-Eb2	5	5	3	3	2	2	5	2	2	3	2	1
H2-Eb1	622	786	654	629	1082	987	807	442	445	605	622	465
Gm20513	0	0	0	0	0	0	0	0	0	0	0	0
H2-Aa	1050	1508	1104	1253	1767	1557	1308	764	638	849	937	656
H2-Ab1	1048	1353	921	1139	1716	1500	1144	749	668	902	835	610
H2-Ob	29	45	32	25	30	23	22	22	11	15	23	24
Tap2	838	726	716	551	1079	985	829	650	868	688	801	621
Psmb8	847	723	780	641	1015	988	1005	665	1321	1197	1034	901
Tap1	442	395	351	279	436	525	433	324	638	559	519	457
Psmb9	248	228	220	177	315	280	265	185	427	379	302	293
H2-DMb1	639	666	583	570	553	583	525	298	596	566	613	497
H2-DMb2	158	133	158	109	168	177	149	124	74	54	87	71
H2-DMa	2441	2372	2139	1758	2634	2574	2034	1640	1234	892	1076	929
Brd2	3378	2858	2502	1882	3869	4055	3410	2815	3595	3216	2792	2342
H2-Oa	9	26	18	19	12	8	9	5	22	11	12	8
BC051537	6	6	5	3	8	2	4	6	9	4	9	1
Col11a2	92	92	82	65	75	71	71	94	70	80	66	59
Rxrb	640	656	586	478	548	462	344	503	720	598	537	477
Slc39a7	1206	1065	946	749	1638	1723	1461	1054	1647	1460	1220	1274
H2-Ke6	332	364	314	215	378	360	283	259	352	337	291	292
Mir219c	1	1	0	0	0	0	0	0	0	0	0	0
Mir219a-1	0	2	1	0	0	0	0	0	0	0	0	0
Ring1	229	225	177	149	301	312	184	202	310	231	180	209
LOC102641086	0	0	0	0	0	0	0	0	0	0	0	0
LOC100044627	0	0	0	0	0	0	0	0	0	0	0	0
H2-K1	5507	5473	5100	4319	6891	6399	5456	4548	6275	5328	4094	3979
LOC100862416	0	0	0	0	0	0	0	0	0	0	0	0
H2-K2	172	188	141	106	177	154	161	107	102	91	87	67
Gm23111	0	0	0	0	1	0	1	0	0	0	0	1
Vps52	654	558	522	390	597	694	552	510	944	862	681	668
Rps18	1534	1398	1370	1100	1788	1600	1308	1137	2652	2571	2068	2161
B3galt4	94	97	68	56	69	92	79	38	93	82	79	51
Wdr46	267	249	256	172	379	486	416	262	465	495	419	404
Pfdn6	217	202	165	182	255	266	208	184	467	479	342	346
Rgl2	1510	1216	1116	850	1077	1037	915	927	1581	1305	1121	1027
Tapbp	2976	2707	2567	2131	4139	3898	3194	2527	3495	2877	2677	2396
Gm19412	466	392	366	303	621	593	459	389	496	456	402	278
Zbtb22	395	303	310	262	569	525	464	375	458	340	428	333
Daxx	564	497	485	366	466	528	427	440	562	554	463	475
BC051226	53	57	66	34	25	21	12	22	33	33	24	40
Smim40	11	9	10	9	9	8	1	9	7	6	9	6
Gm27740	0	0	0	0	0	0	0	0	0	0	0	0
Kifc1	123	98	89	58	73	93	65	68	620	614	460	397
LOC115489363	0	0	0	0	0	0	0	0	0	0	0	0
Cd320	37	36	31	20	45	34	20	24	55	43	33	45
Ndufa7	343	277	253	259	407	373	318	278	497	521	383	343
Rps28	733	670	645	602	812	740	596	545	1101	1019	865	957
Kank3	319	258	274	159	283	276	316	195	256	189	274	241
Angptl4	1038	1301	912	786	555	997	907	466	1192	881	1077	1008
Gm17251	33	30	33	23	72	60	31	39	45	40	44	48
Rab11b	972	911	856	683	1176	1161	937	795	1183	1000	1001	864
Marchf2	559	487	468	395	605	571	475	393	672	660	569	531
Cpne5	2230	1990	1907	1441	2306	1893	1427	1375	1557	1028	1579	1356
Gm18271	1	2	3	9	24	21	23	13	0	3	0	4
LOC108168705	0	0	0	0	0	0	0	0	0	0	0	0
Rab44	5035	4287	4217	3053	3063	2644	1733	2665	2898	1940	2470	2195
Cdkn1a	1395	1095	1168	1049	4525	3715	1827	1648	1720	1907	1395	1246
Trp53cor1	0	0	0	1	0	1	0	0	0	2	0	0
Srsf3	799	745	740	614	1121	1310	1005	704	1669	1663	1509	1285
Gm23887	2	0	1	1	1	0	0	1	4	2	1	4
Stk38	2240	1733	1671	1254	1402	1234	850	1138	2364	1563	1969	1732
Kctd20	1246	1043	1021	797	1085	1052	901	824	1667	1527	1315	1136
Pxt1	1	2	0	0	0	0	0	0	3	1	1	3
Gm16191	0	0	0	0	1	0	0	0	0	1	0	0
1700030A11Rik	0	0	0	0	0	0	0	0	0	0	0	0
Bnip5	0	0	2	0	0	0	0	0	0	0	0	0
Pnpla1	0	0	0	0	0	0	0	0	0	0	0	0
Brpf3	289	239	241	160	241	269	217	165	303	310	276	238
Mapk13	1	2	0	0	2	1	0	0	0	0	1	2
Gm4356	17	17	12	4	9	3	9	5	12	12	10	9
Mapk14	2293	1935	1743	1428	2418	1766	1414	1695	2177	2085	1751	1608
Slc26a8	0	0	1	1	0	3	3	1	0	0	0	1
Srpk1	818	737	663	507	829	915	846	625	1167	1024	959	915
Lhfpl5	2	1	2	1	2	2	0	3	1	1	1	1
Mir6969	0	0	0	0	0	0	0	0	0	0	0	0
Clps	0	0	0	0	0	0	0	0	0	0	0	0
Clpsl2	0	0	0	0	0	0	0	0	0	0	0	0
Armc12	0	0	0	0	1	0	3	0	0	0	0	1
Gm41506	0	0	0	0	0	0	1	0	1	1	0	0
E230001N04Rik	2	3	1	0	2	2	4	4	0	5	3	4
LOC102641455	0	0	0	0	0	0	0	0	0	0	0	0
Gm22146	10	11	12	8	54	53	62	23	8	13	6	23
Fkbp5	1417	1981	1195	689	3032	5890	4706	1183	4145	3839	3663	3118
Tulp1	0	0	0	0	5	2	3	4	0	0	0	0
Tead3	0	1	1	1	0	0	1	1	1	2	1	0
Rpl10a	964	761	713	628	1307	1181	1090	852	1425	1240	934	1017
Fance	115	110	127	92	197	197	152	126	195	168	162	124
1810013A23Rik	2	1	2	0	5	7	6	3	1	0	1	2
Ppard	493	383	444	324	729	916	718	451	715	689	516	395
Def6	889	767	783	558	1224	1333	1050	748	1216	953	977	853
Zfp523	289	227	252	158	347	381	303	181	302	207	289	256
Scube3	0	0	0	2	1	2	3	1	0	1	2	0
4930526A20Rik	3	2	0	3	0	4	4	2	0	3	2	1
Tcp11	22	18	15	4	23	13	8	12	13	6	11	8
Gm35290	19	11	19	7	10	24	28	9	14	17	4	9
Anks1	477	440	423	321	495	493	332	413	444	407	354	316
Taf11	181	163	164	101	226	237	243	151	326	267	216	189
Uhrf1bp1	304	353	313	217	504	592	429	357	603	474	506	517
Snrpc	89	101	102	49	122	143	114	107	225	210	159	168
Rps2-ps9	3	5	3	2	4	5	5	4	4	1	2	4
Ilrun	1764	1560	1386	1109	2221	2224	1739	1490	2214	1929	1704	1500
Spdef	0	0	0	0	9	4	5	4	0	0	0	0
Pacsin1	8	7	6	9	7	7	14	6	6	2	9	9
Gm15420	2	3	3	0	4	5	3	0	9	6	5	9
Rps10	825	821	729	660	1101	1033	879	710	1319	1276	1089	977
Nudt3	639	606	581	454	775	854	738	553	940	803	786	687
AI413582	368	316	305	219	318	279	218	190	484	387	367	289
Hmga1	254	201	196	125	301	266	210	150	411	381	340	308
Gm9703	0	0	0	1	0	0	2	1	0	1	0	0
Gm16005	0	0	0	0	2	0	0	0	0	0	0	0
Grm4	0	0	0	0	0	0	8	3	0	0	1	0
Gm35007	0	0	0	0	0	0	0	0	0	0	0	0
Mir7218	0	0	0	0	0	0	0	0	0	0	0	0
Mir7217	0	0	0	0	0	0	0	0	0	0	0	0
Mir7216	0	0	0	0	0	0	0	0	0	0	0	0
Gm10505	0	0	0	0	0	0	1	0	0	0	0	1
Mir7214	0	0	0	0	0	0	0	0	0	0	0	0
Gm34619	0	0	0	0	0	0	0	0	0	0	0	0
Ankfn1	0	0	0	0	0	0	0	0	0	0	0	0
Nog	0	0	0	0	0	0	1	0	0	0	0	0
Gm38759	0	0	0	0	0	0	0	0	0	0	0	0
Gm22534	0	0	0	0	0	0	0	0	0	0	0	0
Gm525	0	0	0	1	0	0	0	0	0	0	0	0
Dgkeos	0	0	0	1	2	0	0	0	0	0	0	0
Dgke	362	273	312	215	571	496	368	342	394	284	311	329
Trim25	2618	2507	1936	1739	7068	4906	2869	3870	2688	1879	2015	2276
Gm11496	42	37	27	35	39	33	10	20	22	28	26	25
Coil	82	72	83	59	122	116	91	61	129	103	96	81
2210409E12Rik	0	0	0	0	0	0	0	0	0	0	0	1
Elobl	0	0	0	0	0	0	0	0	0	0	0	0
Scpep1	901	869	645	669	1147	1121	883	797	1541	1432	1129	975
Scpep1os	49	72	57	40	77	94	55	69	84	102	85	66
Gm23507	0	0	0	0	0	0	0	0	0	0	0	0
4930556N13Rik	1	1	0	0	1	1	1	0	0	1	0	1
Akap1	67	71	71	73	113	145	151	78	131	100	115	116
LOC100862433	0	0	0	0	0	0	0	0	0	0	0	0
C030037D09Rik	0	0	0	0	0	0	3	0	0	0	0	0
0610039H22Rik	0	0	0	0	0	0	1	0	0	0	0	0
Msi2	4	10	13	9	20	20	23	15	4	10	13	12
Trnav-cac	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc182	0	0	0	0	0	0	0	0	0	0	0	0
LOC105242541	0	0	0	0	0	0	0	0	0	0	0	0
Gm38534	0	0	0	0	0	0	0	0	0	0	0	0
LOC105247676	0	0	0	0	0	0	0	0	0	0	0	0
Mrps23	328	316	276	220	410	400	332	289	544	501	405	434
Cuedc1	8	7	4	3	3	5	6	3	4	2	2	3
2210416O15Rik	0	0	0	0	0	0	0	2	0	0	0	0
Vezf1	482	454	385	299	527	492	366	369	560	436	455	389
LOC115489361	0	0	0	0	0	0	0	0	0	0	0	0
Srsf1	1690	1575	1602	1171	1247	1516	1395	1270	3282	3207	2643	2655
Gm38610	1	0	0	0	0	2	3	1	0	0	0	1
LOC105247666	0	0	0	0	0	0	0	0	0	0	0	0
Dynll2	491	440	424	353	522	500	461	421	1172	1105	954	903
Gm11507	0	0	0	0	0	0	0	0	0	0	0	0
LOC108168700	0	0	0	0	0	0	0	0	0	0	0	0
Olfr464	0	0	0	0	0	0	0	0	0	0	0	0
Olfr463	0	0	0	0	0	0	0	0	0	0	0	0
Olfr462	0	0	0	0	0	0	0	0	0	0	0	0
Epx	0	0	1	0	0	1	0	0	2	2	0	0
Mks1	101	96	79	69	103	95	73	75	116	116	76	93
LOC108168701	0	0	0	0	0	0	0	0	0	0	0	0
Lpo	0	0	1	1	1	0	0	0	0	0	0	0
Mpo	0	0	0	0	0	0	0	2	0	0	0	0
Tspoap1	65	33	41	30	88	108	107	85	230	241	101	135
Mir142	17	7	9	13	16	10	20	18	8	5	8	11
Mir142b	23	26	29	11	12	20	34	35	15	15	27	27
Supt4a	334	340	265	230	372	240	199	261	396	309	256	248
1110028F11Rik	0	0	0	0	0	0	1	0	0	0	0	0
Gm25968	0	0	0	0	0	0	0	0	0	0	0	0
Rnf43	0	3	0	1	3	2	0	1	3	1	2	3
Hsf5	1	1	0	0	0	0	3	1	0	0	1	0
Mtmr4	333	333	254	233	206	200	158	199	495	598	358	352
Septin4	1	1	3	24	7	0	13	7	1	4	5	1
Gm34000	0	0	1	0	0	0	0	0	0	0	0	0
Rnu3b2	0	0	0	0	0	1	0	0	0	1	2	0
Rnu3b4	0	0	0	0	2	0	0	0	0	0	0	0
Rnu3b3	0	1	0	0	1	0	2	1	2	0	1	0
Gm23137	0	0	0	0	0	0	0	0	0	0	0	0
Rnu3b1	0	0	0	0	0	0	0	0	0	0	0	0
Gm22068	1	1	0	0	3	0	0	0	2	0	1	0
Rnu1a1	0	0	0	0	0	1	1	0	3	1	1	1
Tex14	19	12	15	11	32	21	11	11	25	14	9	15
Rad51c	9	23	25	7	24	21	6	19	87	108	69	76
Gm33937	1	0	1	1	0	0	1	0	0	0	0	0
Gm22883	0	0	0	0	0	0	0	0	0	0	0	0
Ppm1e	6	6	10	4	7	15	15	9	14	6	7	10
Trim37	390	354	362	267	378	306	319	298	946	951	834	797
Mir301	1	0	0	0	0	0	0	0	0	0	0	0
Ska2	48	57	49	42	19	22	21	20	247	262	209	196
Prr11	151	113	148	113	86	100	110	98	768	651	548	471
Smg8	289	312	276	215	301	351	278	253	349	313	322	275
Gdpd1	80	69	51	67	91	79	68	89	76	68	44	60
Gm22387	0	0	0	0	0	0	0	0	0	0	0	0
Gm51915	20	16	18	11	9	6	7	4	14	10	15	12
Ypel2	148	139	108	116	115	61	25	95	92	48	95	75
Gm46290	0	0	0	0	0	0	0	0	0	0	0	0
Gm38931	2	1	0	0	0	0	0	0	0	0	0	1
Gm15785	0	3	3	1	4	5	1	1	3	1	1	0
Bicd1	29	28	23	19	45	28	32	33	20	18	22	20
Gm15783	0	0	0	0	0	0	0	0	0	0	0	0
Gm15786	0	0	0	0	0	0	0	0	0	0	0	0
Gm15784	5	6	0	1	11	10	8	3	3	4	0	2
Gm38930	0	0	0	1	0	0	0	1	0	0	0	0
Resf1	1252	1106	1081	869	1437	1147	954	982	1146	1074	886	900
Amn1	88	71	87	58	66	57	66	49	69	56	54	70
Etfbkmt	42	36	36	28	19	19	17	19	41	25	24	25
Gm23462	0	0	0	0	0	0	0	0	0	0	0	0
Gm15780	0	0	0	0	0	0	0	0	0	0	0	0
LOC115489348	1	0	0	0	0	0	0	0	0	0	0	0
Gm15781	0	0	0	0	3	0	1	0	0	0	0	0
Dennd5b	6	2	12	2	3	1	5	4	1	5	4	5
Gm36762	0	0	0	0	0	0	0	0	0	0	0	0
Caprin2	46	42	34	42	44	49	31	46	95	96	72	81
2610017A05Rik	0	0	0	0	0	0	1	0	0	1	0	0
Ipo8	772	644	622	461	720	724	733	598	1042	1000	876	854
Gm15778	0	0	0	0	0	0	0	0	0	0	0	0
4930528G23Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm6313	0	0	0	0	0	0	0	0	0	0	0	0
Gm36613	0	0	0	0	0	0	0	0	0	0	0	0
Gm36478	0	0	0	0	0	0	0	0	0	0	0	0
Rps4l	248	232	204	221	264	265	183	174	337	267	249	248
Gm52483	0	0	0	0	0	0	0	0	0	0	0	0
Tmtc1	2	4	4	1	2	1	6	2	2	5	3	2
4732416N19Rik	0	1	0	1	0	1	3	0	1	3	2	0
Ergic2	524	459	481	362	722	631	562	484	797	677	620	650
Far2os1	0	0	0	0	0	0	0	0	0	0	0	0
Far2	184	190	188	137	271	239	220	211	284	280	220	236
Gm15762	0	0	0	0	0	0	0	0	0	0	0	0
1700049E15Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm36244	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc91	260	244	210	172	194	174	146	215	305	260	235	211
Gm6288	18	12	10	12	9	10	13	18	29	19	12	11
LOC105247366	0	0	0	0	0	0	0	0	0	0	0	0
Gm15766	0	1	0	0	1	0	3	0	2	0	0	0
Pthlh	0	0	0	0	1	0	0	0	0	0	0	0
Gm15767	0	0	0	0	0	0	0	0	0	3	0	0
E330012B07Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm7571	0	0	0	0	0	0	0	0	0	0	0	0
Klhl42	114	121	85	67	50	103	99	35	155	125	102	89
Mansc4	5	4	4	4	3	4	4	1	10	4	5	4
Mrps35	125	115	117	91	135	149	124	96	206	193	179	145
Rep15	2	2	4	4	4	3	4	1	4	1	0	3
Gm35876	4	6	7	4	7	10	18	6	10	12	9	8
1700034J05Rik	3	0	1	0	3	0	1	0	1	0	1	0
Ppfibp1	876	738	754	588	1115	1156	899	791	1094	1034	1022	1004
Smco2	0	0	0	0	0	0	0	0	0	0	0	0
Arntl2	28	13	11	8	5	3	11	4	19	7	12	7
Gm6266	0	0	1	0	1	3	0	2	2	1	1	1
Stk38l	177	161	189	130	343	184	160	175	206	177	170	197
4930479D17Rik	0	1	1	0	0	1	0	0	1	4	1	0
Gm6654	5	4	2	0	1	4	4	1	3	4	6	2
Med21	141	138	113	128	185	166	127	111	239	229	183	154
Tm7sf3	656	621	555	445	694	659	495	468	795	675	654	536
Fgfr1op2	1026	922	943	765	923	1016	842	709	1308	1207	1069	1006
Ints13	224	211	179	180	276	266	184	197	383	349	246	264
Gm35596	43	38	21	26	54	52	40	45	42	36	34	32
Gm35707	3	1	0	2	0	2	1	2	0	1	1	2
Gm35768	67	70	89	46	111	84	80	90	88	79	67	80
Itpr2	1629	1341	1237	1041	2232	1932	1583	1497	1540	1291	1288	1386
Gm32914	0	0	1	0	6	0	1	1	1	0	2	2
Gm32838	2	0	0	0	2	1	0	0	1	3	0	0
Sspn	65	49	36	48	86	76	60	44	51	55	51	68
Gm32675	42	35	13	15	31	21	32	15	23	15	18	29
Rassf8	10	17	14	17	35	46	35	36	40	32	27	35
Gm15704	0	0	0	0	0	0	0	0	0	0	0	0
Tuba3b	0	0	0	0	0	0	0	0	0	0	0	0
Gm25373	0	0	0	0	0	0	0	0	0	0	0	0
Gm38475	0	0	0	0	0	0	0	0	0	0	0	0
Lmntd1	0	0	0	0	0	2	0	0	0	0	0	0
1700073E17Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm23498	0	0	0	0	0	0	0	0	0	0	0	0
LOC105247329	0	0	0	0	0	0	0	0	0	0	0	0
Gm15707	0	2	0	0	0	0	0	0	0	0	0	0
Gm15706	3	3	2	6	6	4	5	4	5	10	7	4
Kras	525	483	477	396	604	651	669	465	752	780	585	665
Etfrf1	210	178	169	153	209	206	188	151	266	283	245	267
Gm15543	0	0	0	0	0	0	1	0	0	0	0	0
Casc1	6	3	8	2	20	23	15	7	14	5	5	7
Lrmp	238	183	208	176	443	447	433	268	341	273	303	289
Gm38925	0	0	0	0	0	0	0	0	0	0	0	0
Gm26666	0	0	0	0	0	1	0	0	0	0	0	0
Bcat1	0	0	0	3	0	1	3	7	1	0	1	1
Gm46721	0	0	0	0	0	0	0	0	0	0	0	0
Gm32124	0	0	0	0	0	3	0	0	0	0	0	0
Gm20124	0	0	0	0	0	0	0	0	0	0	0	0
Gm22792	0	0	0	0	0	0	0	0	0	0	0	0
Gm32069	0	0	0	0	0	0	0	0	0	0	0	0
Sox5os4	0	0	0	0	0	0	0	0	0	0	0	0
Sox5os3	0	0	0	0	0	0	0	0	0	0	0	0
Gm38531	0	0	0	0	0	0	0	0	0	0	0	0
Gm52485	0	0	1	0	0	0	0	0	0	0	0	0
Gm52486	0	0	0	0	0	0	0	0	0	0	0	0
Gm52484	0	0	0	0	0	0	4	0	0	0	0	0
Gm32010	0	0	0	0	0	0	0	0	0	0	0	0
Sox5	0	0	0	0	0	0	1	0	0	1	0	0
Gm46720	0	0	0	0	0	0	0	0	0	0	0	0
Gm31521	0	0	0	0	0	0	0	0	0	0	0	0
1700060C16Rik	0	0	0	0	0	0	0	0	0	0	0	0
Gm27047	0	0	0	0	0	0	0	0	0	0	0	0
LOC115489351	0	0	0	0	0	0	0	0	0	0	0	0
LOC108168698	0	0	0	0	0	0	0	0	0	0	0	0
LOC108168699	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862425	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862415	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862414	0	0	0	0	0	0	0	0	0	0	0	0
LOC101056304	0	0	0	0	0	0	0	0	0	0	0	0
LOC101056303	0	0	0	0	0	0	0	0	0	0	0	0
LOC101056302	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862413	0	0	0	0	0	0	0	0	0	0	0	0
LOC108168697	0	0	0	0	0	0	0	0	0	0	0	0
Klra13-ps	4	5	8	6	0	0	1	0	0	0	1	1
LOC115489357	0	0	0	0	0	0	0	0	0	0	0	0
LOC115489360	0	0	0	0	0	0	0	0	0	0	0	0
Klra3	1	1	1	1	95	68	44	33	0	2	0	4
LOC100862408	0	0	0	0	0	0	0	0	0	0	0	0
LOC115486444	0	0	0	0	0	0	0	0	0	0	0	0
Klra9	1	2	2	2	3	7	4	6	0	0	0	0
Gm23552	0	0	0	0	0	0	0	0	0	0	0	0
Klra16	0	0	0	0	0	0	0	0	0	0	0	0
Klra1	1	1	1	2	0	0	0	0	0	0	0	0
LOC108167384	0	0	0	0	0	0	0	0	0	0	0	0
Gm24072	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167383	0	0	0	0	0	0	0	0	0	0	0	0
Klra23	0	0	0	0	0	0	0	0	0	0	0	0
Klra7	0	1	2	4	0	0	0	0	0	0	0	0
Gm52487	0	0	0	0	0	0	0	0	0	0	0	0
LOC115489352	0	0	0	0	0	0	0	0	0	0	0	0
LOC108167386	0	0	0	0	0	0	0	0	0	0	0	0
Gm24712	0	0	0	0	0	0	0	0	0	0	0	0
Klra8	3	4	6	6	0	0	0	1	0	0	0	0
Gm24676	0	0	0	0	0	0	0	0	0	0	0	0
Klra4	3	1	1	5	1	0	0	0	0	0	0	0
Klra6	1	0	0	0	0	0	0	0	0	0	0	0
Gm15854	0	1	0	2	0	0	1	0	0	0	0	0
Klra5	0	0	0	1	1	0	0	0	0	0	0	1
Gm23977	0	0	0	0	0	0	1	0	0	0	0	0
Klra17	0	4	1	0	0	0	0	2	0	1	0	2
LOC115489356	0	0	0	0	0	0	0	0	0	0	0	0
Klrh1	0	0	0	0	0	0	0	0	0	0	0	0
Klri2	3	0	8	7	0	0	3	0	0	0	0	0
Klri1	0	4	1	2	1	1	0	1	0	1	4	2
Mir680-1	0	0	0	0	0	0	0	0	0	0	0	0
Gm7309	0	0	0	0	0	0	0	0	0	0	0	0
Klrc1	1	3	6	2	1	0	1	2	0	0	1	0
Klrc3	1	3	2	2	1	1	1	0	0	3	3	3
LOC100048823	0	0	0	0	0	0	0	0	0	0	0	0
Btbd35f7	0	0	0	0	0	0	0	0	0	0	0	0
LOC101056296	0	0	0	0	0	0	0	0	0	0	0	0
LOC108168717	0	0	0	0	0	0	0	0	0	0	0	0
LOC102641053	0	0	0	0	0	0	0	0	0	0	0	0
